,MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc,type,danger
1390919,146.4258048270428,74.04531805929844,1.0855797002341203,245.23694581002425,74.05029289641996,1.2045086904154232,794.138494293275,74.04512349867123,1.0927269697685915,7629.100763974412,74.06286330711588,9.009928806457538,18017.557957701763,74.07739881196812,14.820116433121257,146.4258048270428,74.04531805929844,1.0855797002341203,245.23694581002425,74.05029289641996,1.2045086904154232,794.138494293275,74.04512349867123,1.0927269697685915,7629.100763974412,74.06286330711588,9.009928806457538,18017.557957701763,74.07739881196812,14.820116433121257,146.14931593872018,73.99999999990584,3.610132833623448e-05,95.26804291044334,1.3033237578592512e-09,-5.616352668210479e-24,-5.956627886312439e-14,244.72304033070563,73.99999977448103,0.0017768738964483,95.26804273534329,3.157280843879857e-06,2.003429248652648e-21,9.653208493001469e-13,792.6362877768988,73.9997209829518,0.062499286726529,95.26782618258224,0.0039061608413248,6.383091202409037e-18,6.182943453707314e-11,7611.81603362976,73.99831209595159,0.1537133941638823,95.26673182727448,0.023627807545381,1.6097000377874464e-16,3.6602597017309004e-10,17969.516162870914,73.99798329335195,0.1680173380849199,95.26647643050076,0.0282298258971422,3.042969607203326e-16,3.383671171321353e-10,146.14931593872038,0.0020784926880278,6.105744694399381e-05,244.723040330706,0.0020304541709784,6.2056889030226e-05,792.6362877769011,0.001910247272525,110392.43910586384,7611.81603362985,17986.770046852325,27086199561390.703,17969.51616287054,65936.80180604794,99290791180919.9,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,gaygyt.junk,1
3552184,139.78175311568336,510.9483637088533,19366.8618901716,222.78259778115472,475.4412170151506,32597.18955079728,599.5719983852815,426.35755348743584,46743.33118389693,5645.280892211354,412.18560480422775,49939.04516977794,38133.274373843946,404.31554586932936,51519.62529811829,139.78175311568336,510.9483637088533,19366.8618901716,222.78259778115472,475.4412170151506,32597.18955079728,599.5719983852815,426.35755348743584,46743.33118389693,5645.280892211354,412.18560480422775,49939.04516977794,38133.274373843946,404.31554586932936,51519.62529811829,127.5720785050755,553.9999997519463,0.0110697125041433,553.9999997519463,0.0001225385349243,0.0,0.0,187.31746165157244,553.9998726190782,0.2508508706353499,553.9998726190782,0.062926159298513,0.0,0.0,444.63961321185417,553.9583366548087,4.536513715426963,553.9583366548087,20.57995669025695,0.0,0.0,4025.836792120425,553.8393790415068,8.906231212190942,553.8393790415068,79.32095440500416,0.0,0.0,26582.142395413783,553.8782817263103,7.753322633865959,553.8782817263103,60.114011864818174,0.0,0.0,127.5720785050755,0.002317472739317,2.774993947727668e-05,187.31746165157244,0.0026105214540276,3.564382137535632e-05,444.63961321185417,0.0032669638783342,5.432583327002725e-05,4025.836792120425,0.9849479616040534,1479557641.0814974,26582.142395413783,15687.419295449054,23651031699549.64,127.57207844101735,554.0000000000001,1.52587890625e-05,554.0000000000001,2.3283064365386963e-10,0.0,0.0,187.31741335061923,554.0000000000001,7.62939453125e-06,554.0000000000001,5.820766091346741e-11,0.0,0.0,444.60211286025225,554.0000000000006,2.0185480583683703e-05,554.0000000000006,4.07453626394272e-10,0.0,0.0,4024.527816889087,554.000000000003,5.810373768511893e-05,554.000000000003,3.376044332981109e-09,0.0,0.0,26575.59273451632,553.9999999999989,5.658110418011218e-05,553.9999999999989,3.2014213502407074e-09,0.0,0.0,mirai.udpplain,1
6601793,103.7323335458172,72.77609620467017,15.636712634390278,186.92959194227603,71.62475619770264,27.611630111845447,627.8992655219997,70.15386418809486,39.05355190528643,6588.297969843577,69.45603756415943,43.094329101954834,38940.522138077664,69.38862508190148,43.435193159002665,103.7323335458172,72.77609620467017,15.636712634390278,186.92959194227603,71.62475619770264,27.611630111845447,627.8992655219997,70.15386418809486,39.05355190528643,6588.297969843577,69.45603756415943,43.094329101954834,38940.522138077664,69.38862508190148,43.435193159002665,94.66387663687792,74.00000000000007,2.523185072960464e-06,74.00000000000007,6.366462912410497e-12,0.0,0.0,155.21506660462984,73.99999999999999,9.5367431640625e-07,73.99999999999999,9.094947017729282e-13,0.0,0.0,455.3998095882018,73.99999750187456,0.0059138614682113,73.99999750187456,3.4973757465195376e-05,0.0,0.0,4448.287333577303,73.99765154576252,0.1813086984299409,73.99765154576252,0.0328728441263592,0.0,0.0,26099.58519091192,73.99776729074664,0.1767850234839061,73.99776729074664,0.0312529445282052,0.0,0.0,94.66387663687792,0.0031127440302265,2.975480500079048e-05,155.21506660462984,0.0031522429081807,4.443265501584223e-05,455.3998095882018,0.0031947675970867,6.857201109436388e-05,4448.287333577303,49.31179138589153,74340374135.08217,26099.58519091192,23875.37849722652,35995307997821.37,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,mirai.syn,1
1715291,164.04452269232254,74.00917490568436,0.331644812083141,268.4316576913243,74.00700749778666,0.6790055577121166,793.7653501899222,73.99577592588172,1.2608358450024753,7741.979060645021,74.11853839050569,52.05619771694364,31654.93757572177,74.31780787887132,205.45408747592495,164.04452269232254,74.00917490568436,0.331644812083141,268.4316576913243,74.00700749778666,0.6790055577121166,793.7653501899222,73.99577592588172,1.2608358450024753,7741.979060645021,74.11853839050569,52.05619771694364,31654.93757572177,74.31780787887132,205.45408747592495,163.8865183402029,74.0000000000001,1.6518123698891422e-06,95.26804291051648,4.192563418333924e-12,-2.8531958683055422e-27,-9.68136878025405e-16,267.6390367836631,74.00000000000016,4.955437109667427e-06,95.26804291051668,2.7873453147043535e-11,9.041967832991384e-27,5.024546861703832e-16,788.5543278823477,73.99999983509895,0.0015194145002989,95.26804278242852,2.3086204237333326e-06,6.381984917820476e-21,1.4681085413431042e-12,7715.035155902109,73.9989388643853,0.1218801569066736,95.26721866967156,0.0148547726475953,1.9363085533951683e-16,8.329357006159703e-10,31556.150002995757,73.9983578388473,0.1516164881791356,95.26676735801404,0.0229875594877739,-1.5003981925383708e-16,-1.0455429964888152e-10,163.886518340203,0.0017941547504077,1.6755090896128926e-05,267.63903678366336,0.0018191668624293,1.8685233589586613e-05,788.5543278823502,0.0018383379382221,2.227482406209736e-05,7715.035155902207,974.1079835256664,1466919409906.6292,31556.15000299473,28088.637466993696,42298289649839.89,1.0,74.0,0.0,95.26804291051644,0.0,0.0,0.0,1.0,74.0,0.0,95.26804291051644,0.0,0.0,0.0,1.0000000000000004,74.0,9.5367431640625e-07,95.26804291051644,9.094947017729282e-13,0.0,0.0,1.0288771406247397,74.00000000000001,9.5367431640625e-07,95.26804291051644,9.094947017729282e-13,0.0,0.0,1.7015448143526295,74.0,9.5367431640625e-07,95.26804291051644,9.094947017729282e-13,0.0,0.0,gaygyt.combo,1
5147854,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1505913567.227901,0.0,1.0,1505913567.227901,0.0,1.0,1505913567.227901,0.0,1.0,1505913567.227901,0.0,1.0,1505913567.227901,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,gafgyt.tcp,1
982604,184.61444655507412,74.10306202138891,2.545460561105756,297.0538362258625,74.07725249198582,3.6489999222749248,854.4263908057878,74.36217497212763,242.4367796880088,6860.346461035321,74.9411449718308,702.8409838649231,16233.030433765618,74.6987339439009,507.65291501998223,184.61444655507412,74.10306202138891,2.545460561105756,297.0538362258625,74.07725249198582,3.6489999222749248,854.4263908057878,74.36217497212763,242.4367796880088,6860.346461035321,74.9411449718308,702.8409838649231,16233.030433765618,74.6987339439009,507.65291501998223,183.6071034938612,73.9999995132997,0.0026103276833384,95.26804253246917,6.81381061440358e-06,3.200439125026193e-20,9.090744611441075e-12,295.1476765028127,73.99996376715106,0.0225224012927551,95.26801476644545,0.0005072585599918,4.534677984731584e-18,2.985703459644398e-10,847.9118367760393,73.99849067784004,0.1453555371517441,95.2668705405944,0.021128232180672,1.0915017341048226e-17,2.374085854398681e-11,6827.045701482854,73.99790053853519,0.171429439621113,95.2664121509305,0.0293880527688088,1.4629009370597743e-16,1.8658018006735542e-10,16168.693184397587,73.99775573450485,0.1772418692127602,95.26629967487683,0.0314146802020332,-1.29241887354067e-15,-2.0079499442325132e-09,183.6071034938612,0.0015983698650919,1.3318799920859738e-05,295.1476765028126,0.001647816350787,1.5344865944811443e-05,847.9118367760408,0.0017381243708486,44396.759893314935,6827.0457014829135,18432.219954318003,27757001335221.24,16168.693184397329,72665.18272335567,109422256209490.5,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,gaygyt.combo,1
2639820,1.686110392,102.6208739,1954.790245,1.801007977,105.8611838,1998.592568,2.294925359,102.3701034,1950.555826,9.829668107,75.99196995,809.2602757,95.64548077,72.81301176,551.007409,1.686110392,102.6208739,1954.790245,1.801007977,105.8611838,1998.592568,2.294925359,102.3701034,1950.555826,9.829668107,75.99196995,809.2602757,95.64548077,72.81301176,551.007409,1.686087561,102.6213697,44.21310388,157.1372067,1954.798555,-0.004950173,-0.002063588,1.799366955,105.8975372,44.70978498,159.2760933,1998.96492,-0.758713391,-0.025862065,2.176846659,104.3432668,44.50491999,155.8571845,1981.15496,-38.75939051,-0.132785931,7.829070019,78.60110891,31.22998329,127.4008152,1002.524059,194.023144,0.407890222,72.92487356,74.52912229,26.33955318,119.2115519,768.0733717,-11.74903152,-0.024570794,1.686087561,1.481029029,2.744991188,1.799366955,1.605629058,2.813174255,2.176846659,1.77225179,3.515543139,7.829070019,2.269342146,9.362826216,72.92487356,2.025487382,9.754090645,1.686075955,102.6216218,44.21315165,157.1375107,1954.802779,-2.68e-12,-3.17e-08,1.797670113,105.935197,44.7140668,159.3212664,1999.34777,-2.34e-06,-2.5e-05,1.928503251,109.280929,44.9671524,161.5200067,2022.047407,-1.805229559,-0.022267671,2.975157469,99.15957726,43.41433392,138.5166717,2005.237754,39.34675817,0.034641807,20.48648472,96.30988085,42.53467234,126.011718,1898.657135,4.852556476,0.004753802,benign,0
5347871,60.948369735690285,511.2832915711445,19277.336784858984,117.68174489562172,458.6507899978352,38011.037893032415,442.42229718081,381.1336054757832,55513.207126896574,4971.62864859098,341.1782389061422,59838.22904068264,38951.87651065461,337.0325037260492,60103.12497249535,60.948369735690285,511.2832915711445,19277.336784858984,117.68174489562172,458.6507899978352,38011.037893032415,442.42229718081,381.1336054757832,55513.207126896574,4971.62864859098,341.1782389061422,59838.22904068264,38951.87651065461,337.0325037260492,60103.12497249535,55.67809900853736,553.9999999999999,1.0789593218788871e-05,553.9999999999999,1.1641532182693479e-10,0.0,0.0,94.96745054850872,553.9999999999997,1.7059844799040144e-05,553.9999999999997,2.910383045673371e-10,0.0,0.0,287.6045871187453,553.999999999961,0.000139014184252,553.999999999961,1.9324943423271186e-08,0.0,0.0,2829.817602622606,553.9842059481423,2.7932082211095564,553.9842059481423,7.8020121664740145,0.0,0.0,21845.91184625669,553.9415240781398,5.374354469811837,553.9415240781398,28.883685967186462,0.0,0.0,55.67809900853736,0.005520206852633,0.0001817721420361,94.96745054850872,0.0052366696854289,0.0001474313566583,287.6045871187453,0.0050660868014852,0.0001211946745988,2829.817602622606,0.1829284494399261,268099460.5004933,21845.91184625669,15533.809513125376,23419443480342.29,55.67809900853736,553.9999999999999,1.0789593218788871e-05,553.9999999999999,1.1641532182693479e-10,0.0,0.0,94.96745054850872,553.9999999999997,1.7059844799040144e-05,553.9999999999997,2.910383045673371e-10,0.0,0.0,287.6045871187225,554.0000000000006,1.7059844799040144e-05,554.0000000000006,2.910383045673371e-10,0.0,0.0,2829.727128359534,553.9999999999994,2.1579186437577742e-05,553.9999999999994,4.656612873077394e-10,0.0,0.0,21843.325895175545,554.0000000000033,5.860249136252295e-05,554.0000000000033,3.434251993894577e-09,0.0,0.0,mirai.udpplain,1
3940380,43.74818522069396,60.273383475437896,4.8001480284306135,59.85707761516409,60.304381282040616,5.5063951297638605,174.30467204363208,60.19029519963021,3.6250357681037713,1978.7528861880849,60.109370456199024,2.061711629174169,19139.010254261408,60.1008399091716,1.7725800237108158,43.74818522069396,60.273383475437896,4.8001480284306135,59.85707761516409,60.304381282040616,5.5063951297638605,174.30467204363208,60.19029519963021,3.6250357681037713,1978.7528861880849,60.109370456199024,2.061711629174169,19139.010254261408,60.1008399091716,1.7725800237108158,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1507653436.5123382,0.0,1.0,1507653436.5123382,0.0,1.0,1507653436.5123382,0.0,1.0,1507653436.5123382,0.0,1.0,1507653436.5123382,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,mirai.scan,1
60457,178.88300679243085,74.16651747276465,17.326566906790507,288.24889228838816,74.25212297294479,45.54848158891673,817.4508907919087,74.33341329061228,74.74348201992234,3422.693640372871,74.17555287627545,36.82679714284768,4338.317826660135,74.1562881601144,31.429823208694877,178.88300679243085,74.16651747276465,17.326566906790507,288.24889228838816,74.25212297294479,45.54848158891673,817.4508907919087,74.33341329061228,74.74348201992234,3422.693640372871,74.17555287627545,36.82679714284768,4338.317826660135,74.1562881601144,31.429823208694877,178.03065409664998,73.99999517111709,0.0082221852922152,95.268039159654,6.760433097952075e-05,-6.630862944899151e-19,-3.1961980710661074e-11,287.0679124765612,73.99980883013062,0.0517333705201423,95.2678944182975,0.0026763416253743,-3.8376659289649525e-18,-2.939999694955361e-11,814.4038862468042,73.99569758589591,0.2453880328998058,95.26470102416413,0.0602152866904361,-3.7934664172771607e-16,-4.256952229553339e-10,3411.256558900369,73.99333220730834,0.3054580792896717,95.26286375677084,0.0933046382033353,4.0047828254954384e-15,3.8884118678388526e-09,4323.744524047298,73.99365733402283,0.2979212886309826,95.26311629200886,0.0887570942195452,-1.199673503189108e-15,-9.952339666141963e-10,178.03065409665024,0.001656662497982,11127.162351514426,287.0679124765611,0.3068965651324496,459603245.38005215,814.4038862468067,7165.0012544387655,10789823997635.826,3411.256558900368,253344.4862533498,381450904175342.8,4323.744524047304,329475.2517504066,496052943791962.3,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,gaygyt.combo,1
